"EU TB","EU Imports","EU Exports","China TB","China Imports","China Exports","China Export Prices","China Import Prices","DE Exports in T","DE Imports in T","DE TB","DE Export Prices","DE Import Prices","US TB","US Exports","US Imports","US Export Prices","US Import Prices","FR TB","FR Imports","FR Exports","FR Export Prices","FR Import Prices","GP Imports","GB Exports","GB Import Prices","GB Export Prices","GB Trade Balance","IT Exports","IT Imports","IT Trade Balance","IT Import Prices","IT Export Prices","JP TB","JP Imports","JP Exports","JP Export Prices","JP Import Prices","NL Exports","NL Imports","NL TB","NL Export Prices","NL Import Prices","Canada Exports","Canada Imports","Canada TB","Canada Import Prices","Canada Export Prices","Korea Exports","Korea Imports","Korea Export Prices","Korea Import Prices","Korea TB","HK Exports","HK Imports","HK TB","MX Exports","MX Imports","MX TB"
NA,NA,NA,-2.511e+09,6.256e+09,3.745e+09,NA,NA,NA,NA,4e+09,74.13,90.18,-1.587e+10,NA,NA,83.8,77.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.026e+12,2.214e+12,3.24e+12,170.9,143.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.806e+09,3.704e+09,100.29,48.68,101364000,2.1791e+10,2.218e+10,-3.89e+08,NA,NA,NA
NA,NA,NA,-449790000,2.293e+09,1.843e+09,NA,NA,NA,NA,4.3e+09,74.23,88.24,-1.168e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.044e+12,2.21e+12,3.253e+12,172,142.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.027e+09,2.443e+09,101.81,48.63,-415986000,1.9093e+10,1.8806e+10,2.87e+08,NA,NA,NA
NA,NA,NA,-1.288e+09,3.168e+09,1.88e+09,NA,NA,NA,NA,4e+09,74.04,85.85,-9.99e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26803e+11,2.269e+12,3.096e+12,166,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.303e+09,2.558e+09,102.1,47.82,-255482000,1.5223e+10,1.6983e+10,-1.76e+09,NA,NA,NA
NA,NA,NA,-1.267e+09,3.39e+09,2.123e+09,NA,NA,NA,NA,4.5e+09,73.94,84,-1.077e+10,NA,NA,83.6,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.036e+12,1.924e+12,2.96e+12,163.6,118.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.565e+09,2.547e+09,101.8,45.84,18209000,1.8835e+10,1.9883e+10,-1.048e+09,NA,NA,NA
NA,NA,NA,-1.478e+09,3.889e+09,2.411e+09,NA,NA,NA,NA,5.3e+09,73.85,82.16,-1.094e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.162e+12,1.896e+12,3.058e+12,162,109.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.558e+09,2.612e+09,101.24,44.91,-53808000,2.0908e+10,2.2477e+10,-1.569e+09,NA,NA,NA
NA,NA,NA,-1.049e+09,3.584e+09,2.536e+09,NA,NA,NA,NA,4.3e+09,73.66,80.87,-9.78e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.365e+12,1.759e+12,3.124e+12,158.1,101.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.993e+09,2.646e+09,102.04,45.51,347180000,2.2203e+10,2.235e+10,-1.47e+08,NA,NA,NA
NA,NA,NA,-936480000,3.696e+09,2.759e+09,NA,NA,NA,NA,4.8e+09,73.48,79.48,-9.33e+09,NA,NA,83.3,75.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.159e+12,1.781e+12,2.94e+12,159.1,99.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19e+09,2.556e+09,102,45.29,633925000,2.2144e+10,2.2836e+10,-6.92e+08,NA,NA,NA
NA,NA,NA,-766860000,3.444e+09,2.677e+09,NA,NA,NA,NA,5.5e+09,73.2,77.36,-1.075e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19e+12,1.711e+12,2.901e+12,155.3,92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93e+09,2.686e+09,102.1,44.85,244676000,2.4834e+10,2.416e+10,6.74e+08,NA,NA,NA
NA,NA,NA,-958520000,3.656e+09,2.697e+09,NA,NA,NA,NA,5.1e+09,73.1,77.18,-1.166e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.278e+12,1.455e+12,2.733e+12,153.3,86.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95e+09,2.563e+09,102.25,44.61,387391000,2.5428e+10,2.3495e+10,1.934e+09,NA,NA,NA
NA,NA,NA,-809370000,3.469e+09,2.66e+09,NA,NA,NA,NA,4.7e+09,73.1,77.36,-1.296e+10,NA,NA,82.4,76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.222e+12,1.601e+12,2.823e+12,154.1,87.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.183e+09,2.537e+09,102.12,45.51,646488000,2.5071e+10,2.3451e+10,1.62e+09,NA,NA,NA
NA,NA,NA,-384780000,3.401e+09,3.016e+09,NA,NA,NA,NA,4.9e+09,72.82,76.16,-1.057e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15e+12,1.669e+12,2.819e+12,155.3,91.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.269e+09,2.569e+09,102.67,45.88,699195000,2.7651e+10,2.8006e+10,-3.54e+08,NA,NA,NA
NA,NA,NA,-902710000,3.603e+09,2.7e+09,NA,NA,NA,NA,5.4e+09,72.73,76.07,-1.271e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.268e+12,1.547e+12,2.815e+12,158.7,93.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.258e+09,2.566e+09,102.8,46.04,692296000,2.7145e+10,2.6046e+10,1.098e+09,NA,NA,NA
NA,NA,NA,-1.733e+09,5.578e+09,3.845e+09,NA,NA,NA,NA,5.5e+09,72.54,75.79,-1.085e+10,NA,NA,83.3,77.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.124e+12,1.743e+12,2.867e+12,158.7,94.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.488e+09,3.302e+09,102.86,46.13,186486000,2.7991e+10,2.7468e+10,5.23e+08,NA,NA,NA
NA,NA,NA,-300910000,2.058e+09,1.757e+09,NA,NA,NA,NA,4.2e+09,72.45,75.7,-1.289e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.258e+12,1.691e+12,2.949e+12,155.5,94.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.898e+09,2.309e+09,103.86,46.63,589248000,2.6057e+10,2.3516e+10,2.541e+09,NA,NA,NA
NA,NA,NA,-402990000,2.92e+09,2.517e+09,NA,NA,NA,NA,5.7e+09,72.36,75.06,-1.089e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.159e+12,1.637e+12,2.796e+12,154.3,95.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.932e+09,2.742e+09,104.79,47.78,190376000,2.0608e+10,2.4118e+10,-3.51e+09,NA,NA,NA
NA,NA,NA,-335830000,3.34e+09,3.004e+09,NA,NA,NA,NA,4.7e+09,72.45,75.15,-1.134e+10,NA,NA,84.3,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.052e+12,1.697e+12,2.749e+12,154,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.653e+09,3.136e+09,105.19,48.79,517257000,2.8347e+10,3.0731e+10,-2.384e+09,NA,NA,NA
NA,NA,NA,-642120000,3.53e+09,2.888e+09,NA,NA,NA,NA,5.4e+09,72.54,75.52,-1.136e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.063e+12,1.716e+12,2.778e+12,150,93.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.673e+09,3.345e+09,105.41,49.19,327814000,2.8794e+10,3.0489e+10,-1.695e+09,NA,NA,NA
NA,NA,NA,-284790000,3.329e+09,3.044e+09,NA,NA,NA,NA,5.4e+09,72.64,75.61,-1.267e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01e+12,1.73e+12,2.74e+12,148.2,93.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.029e+09,3.634e+09,105.74,49.38,394680000,3.1126e+10,3.1174e+10,-4.8e+07,NA,NA,NA
NA,NA,NA,-37620000,3.458e+09,3.42e+09,NA,NA,NA,NA,4.1e+09,72.73,75.7,-1.206e+10,NA,NA,86,83.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.77678e+11,1.79e+12,2.668e+12,151,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.241e+09,3.54e+09,106.32,49.25,701375000,3.0995e+10,3.2127e+10,-1.132e+09,NA,NA,NA
NA,NA,NA,-171950000,3.431e+09,3.259e+09,NA,NA,NA,NA,4.9e+09,72.92,76.16,-1.176e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.00871e+11,1.871e+12,2.772e+12,154.8,98.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.224e+09,3.624e+09,106.76,49.4,600559000,3.5246e+10,3.3298e+10,1.947e+09,NA,NA,NA
NA,NA,NA,-201500000,3.439e+09,3.237e+09,NA,NA,NA,NA,4.1e+09,72.92,76.44,-1.296e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.07031e+11,1.867e+12,2.774e+12,154,99.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.479e+09,3.489e+09,106.87,49.29,-10746000,3.4706e+10,3.1933e+10,2.773e+09,NA,NA,NA
NA,NA,NA,-322400000,3.71e+09,3.388e+09,NA,NA,NA,NA,5.2e+09,72.92,75.98,-1.165e+10,NA,NA,86.6,84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.79854e+11,1.892e+12,2.772e+12,151.6,97.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.441e+09,3.671e+09,107.41,49.7,769634000,3.4345e+10,3.2766e+10,1.578e+09,NA,NA,NA
NA,NA,NA,163880000,3.385e+09,3.549e+09,NA,NA,NA,NA,4.8e+09,73.1,76.44,-1.374e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.49149e+11,1.905e+12,2.854e+12,151.7,98.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.042e+09,3.393e+09,108.4,50.25,649155000,3.527e+10,3.4714e+10,5.56e+08,NA,NA,NA
NA,NA,NA,-274040000,4.084e+09,3.81e+09,NA,NA,NA,NA,5.6e+09,72.92,75.24,-1.152e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39274e+11,1.983e+12,2.722e+12,148.7,95.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.424e+09,3.836e+09,108.91,50.38,587347000,3.4644e+10,3.427e+10,3.74e+08,NA,NA,NA
NA,NA,NA,-1.04e+09,6.709e+09,5.669e+09,NA,NA,NA,NA,5.9e+09,72.92,75.06,-1.12e+10,NA,NA,88.3,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.60715e+11,1.934e+12,2.795e+12,145.9,93.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.245e+09,4.3e+09,109.25,50.31,944416000,3.7905e+10,3.8818e+10,-9.13e+08,NA,NA,NA
NA,NA,NA,325090000,2.359e+09,2.684e+09,NA,NA,NA,NA,5.1e+09,73.1,75.24,-9.82e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.00098e+11,1.806e+12,2.706e+12,145.6,91.3,NA,NA,NA,NA,NA,1.1427e+10,1.1457e+10,-29700000,NA,NA,3.959e+09,3.688e+09,110.47,51.28,270415000,3.4841e+10,3.315e+10,1.691e+09,NA,NA,NA
NA,NA,NA,-424490000,3.151e+09,2.727e+09,NA,NA,NA,NA,4.3e+09,73.1,75.33,-1.188e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.92101e+11,2.067e+12,2.759e+12,146.3,91.5,NA,NA,NA,NA,NA,1.1798e+10,1.0615e+10,1.183e+09,NA,NA,4.121e+09,3.62e+09,110.66,51.17,500644000,2.9555e+10,2.847e+10,1.084e+09,NA,NA,NA
NA,NA,NA,-513150000,4.043e+09,3.53e+09,NA,NA,NA,NA,3.7e+09,73.29,75.24,-8.63e+09,NA,NA,89.8,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.50412e+11,1.934e+12,2.684e+12,146.1,91.9,NA,NA,NA,NA,NA,1.1913e+10,1.1036e+10,876900000,NA,NA,4.792e+09,4.209e+09,111.28,51.18,582138000,3.2642e+10,3.7246e+10,-4.604e+09,NA,NA,NA
NA,NA,NA,-325080000,4.32e+09,3.995e+09,NA,NA,NA,NA,5.8e+09,73.66,75.61,-7.96e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.37069e+11,1.93e+12,2.767e+12,146.6,90.3,NA,NA,NA,NA,NA,1.1831e+10,1.065e+10,1.181e+09,NA,NA,4.626e+09,4.206e+09,110.9,51.03,420441000,3.6691e+10,4.0081e+10,-3.39e+09,NA,NA,NA
NA,NA,NA,5370000,4.387e+09,4.393e+09,NA,NA,NA,NA,5e+09,73.85,75.98,-7.34e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74654e+11,1.947e+12,2.722e+12,146.1,90.3,NA,NA,NA,NA,NA,1.1752e+10,1.1026e+10,726900000,NA,NA,4.773e+09,4.224e+09,111.11,51.66,549310000,3.8734e+10,3.9558e+10,-8.24e+08,NA,NA,NA
NA,NA,NA,-225680000,3.955e+09,3.729e+09,NA,NA,NA,NA,6.9e+09,74.23,76.72,-9.9e+09,NA,NA,92.2,88.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71858e+11,2.065e+12,2.737e+12,147.3,92.5,NA,NA,NA,NA,NA,1.2335e+10,1.0934e+10,1.402e+09,NA,NA,5.052e+09,4.287e+09,111.47,53.11,765053000,4.0485e+10,4.3186e+10,-2.701e+09,NA,NA,NA
NA,NA,NA,-615250000,4.468e+09,3.853e+09,NA,NA,NA,NA,6e+09,74.6,77.27,-7.59e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.20568e+11,2.048e+12,2.869e+12,150.8,94.4,NA,NA,NA,NA,NA,1.1609e+10,1.0735e+10,874300000,NA,NA,5.203e+09,4.494e+09,111.79,53.52,708742000,4.411e+10,4.4394e+10,-2.84e+08,NA,NA,NA
NA,NA,NA,-728080000,4.745e+09,4.017e+09,NA,NA,NA,NA,5.3e+09,74.79,77.82,-9.1e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.04721e+11,2.088e+12,2.892e+12,152,93.8,NA,NA,NA,NA,NA,1.2054e+10,1.118e+10,874400000,NA,NA,5.31e+09,4.834e+09,111.68,53.04,475577000,4.61e+10,4.3829e+10,2.271e+09,NA,NA,NA
NA,NA,NA,-926900000,4.909e+09,3.982e+09,NA,NA,NA,NA,5.2e+09,74.97,77.36,-7.78e+09,NA,NA,94.1,87.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.31721e+11,2.117e+12,2.948e+12,152.4,93.9,NA,NA,NA,NA,NA,1.1973e+10,1.1423e+10,549500000,NA,NA,5.393e+09,4.317e+09,111.98,52.65,1.076e+09,4.618e+10,4.4697e+10,1.483e+09,NA,NA,NA
NA,NA,NA,-354640000,4.61e+09,4.256e+09,NA,NA,NA,NA,5.3e+09,75.07,77.36,-7.65e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.83584e+11,1.987e+12,2.971e+12,150.1,91.9,NA,NA,NA,NA,NA,1.1941e+10,1.0826e+10,1.114e+09,NA,NA,5.256e+09,4.455e+09,111.63,52.34,800784000,4.6694e+10,4.5788e+10,9.06e+08,NA,NA,NA
NA,NA,NA,-1.58e+09,5.578e+09,3.998e+09,NA,NA,NA,NA,6.5e+09,75.07,77.27,-9.13e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.44452e+11,2.013e+12,2.957e+12,147.3,87.6,NA,NA,NA,NA,NA,1.2346e+10,1.1337e+10,1.009e+09,NA,NA,5.81e+09,4.599e+09,110.65,51.74,1.212e+09,4.7758e+10,4.8226e+10,-4.68e+08,NA,NA,NA
NA,NA,NA,-2.375e+09,8.753e+09,6.378e+09,NA,NA,NA,NA,6.1e+09,75.25,78.1,-9.62e+09,NA,NA,93.8,89.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.29965e+11,1.996e+12,2.926e+12,147.2,87.3,NA,NA,NA,NA,NA,1.2274e+10,1.1484e+10,7.9e+08,NA,NA,6.401e+09,4.875e+09,110.48,51.96,1.525e+09,4.9296e+10,5.0186e+10,-8.9e+08,NA,NA,NA
NA,NA,NA,-104780000,2.915e+09,2.81e+09,NA,NA,NA,NA,6.3e+09,75.72,79.67,-7.29e+09,NA,NA,94.9,91.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.50331e+11,2.041e+12,2.992e+12,149,89.9,NA,NA,NA,NA,NA,1.2923e+10,1.1534e+10,1.39e+09,NA,NA,4.401e+09,4.421e+09,110.37,51.58,-20190000,4.3515e+10,4.3134e+10,3.81e+08,NA,NA,NA
NA,NA,NA,-720020000,3.635e+09,2.915e+09,NA,NA,NA,NA,6.2e+09,75.91,79.76,-8.22e+09,NA,NA,94.6,90.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.27563e+11,2.107e+12,3.034e+12,149.3,92.2,NA,NA,NA,NA,NA,1.2738e+10,1.1536e+10,1.202e+09,NA,NA,4.337e+09,4.287e+09,109.77,51.78,49992000,3.6427e+10,3.8472e+10,-2.045e+09,NA,NA,NA
NA,NA,NA,-1.067e+09,4.997e+09,3.931e+09,NA,NA,NA,NA,6.2e+09,76.28,80.5,-7.22e+09,NA,NA,95.2,91.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.69501e+11,2.509e+12,3.078e+12,150.8,93.9,NA,NA,NA,NA,NA,1.1969e+10,1.144e+10,529200000,NA,NA,5.33e+09,5.301e+09,109.5,51.84,28948000,4.3106e+10,4.8424e+10,-5.318e+09,NA,NA,NA
NA,NA,NA,-1.865e+09,5.8e+09,3.936e+09,NA,NA,NA,NA,5.8e+09,76.47,81.14,-6.13e+09,NA,NA,95,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.61546e+11,2.065e+12,3.026e+12,151.6,96.5,NA,NA,NA,NA,NA,1.1978e+10,1.1768e+10,209900000,NA,NA,4.784e+09,4.803e+09,109.19,51.68,-19078000,4.5555e+10,4.7919e+10,-2.364e+09,NA,NA,NA
NA,NA,NA,-881220000,5.309e+09,4.428e+09,NA,NA,NA,NA,5.3e+09,76.75,81.33,-8.25e+09,NA,NA,95.4,92.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65839e+11,2.413e+12,3.079e+12,154.3,100,NA,NA,NA,NA,NA,1.2705e+10,1.1801e+10,903300000,NA,NA,4.95e+09,5.012e+09,109.19,50.94,-61993000,4.5707e+10,4.8619e+10,-2.912e+09,NA,NA,NA
NA,NA,NA,-1.158e+09,5.379e+09,4.221e+09,NA,NA,NA,NA,6.1e+09,76.75,80.87,-6.52e+09,NA,NA,95.2,91.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55529e+11,2.554e+12,3.209e+12,158.3,102.3,NA,NA,NA,NA,NA,1.1686e+10,1.1493e+10,192900000,NA,NA,5.427e+09,5.325e+09,108.97,50.11,102484000,4.8842e+10,5.0054e+10,-1.212e+09,NA,NA,NA
NA,NA,NA,-773750000,5.177e+09,4.403e+09,NA,NA,NA,NA,5.8e+09,76.56,79.67,-6.8e+09,NA,NA,94.7,90.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.38461e+11,2.411e+12,3.15e+12,156.7,101,NA,NA,NA,NA,NA,1.1873e+10,1.1189e+10,684100000,NA,NA,5.233e+09,5.152e+09,109.37,49.75,80308000,5.2535e+10,4.8723e+10,3.812e+09,NA,NA,NA
NA,NA,NA,-271350000,5.083e+09,4.812e+09,NA,NA,NA,NA,6.3e+09,76.56,79.94,-7.73e+09,NA,NA,94,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.425e+11,2.554e+12,3.197e+12,156.1,100.5,NA,NA,NA,NA,NA,1.216e+10,1.1489e+10,671200000,NA,NA,5.268e+09,5.769e+09,109.29,49.44,-500491000,5.3054e+10,4.7969e+10,5.085e+09,NA,NA,NA
NA,NA,NA,325080000,4.42e+09,4.745e+09,NA,NA,NA,NA,6e+09,76.56,80.22,-6.6e+09,NA,NA,94.4,90.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.85572e+11,2.545e+12,3.331e+12,158.3,101.8,NA,NA,NA,NA,NA,1.1983e+10,1.1581e+10,402100000,NA,NA,5.475e+09,4.953e+09,108.86,49.16,522047000,4.9977e+10,4.6908e+10,3.07e+09,NA,NA,NA
NA,NA,NA,-77910000,4.691e+09,4.613e+09,NA,NA,NA,NA,4.6e+09,76.47,79.85,-7.53e+09,NA,NA,94.6,90.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69678e+11,2.496e+12,3.166e+12,156.7,100.3,NA,NA,NA,NA,NA,1.2044e+10,1.1629e+10,414900000,NA,NA,5.304e+09,5.358e+09,108.6,48.92,-53626000,5.2834e+10,4.8779e+10,4.055e+09,NA,NA,NA
NA,NA,NA,-69850000,4.892e+09,4.823e+09,NA,NA,NA,NA,5.4e+09,76.28,79.21,-7.63e+09,NA,NA,94.2,91.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7804e+11,2.609e+12,3.287e+12,157.7,100.6,NA,NA,NA,NA,NA,1.2342e+10,1.1582e+10,759600000,NA,NA,5.655e+09,5.48e+09,108.21,48.93,174972000,4.9458e+10,4.6344e+10,3.115e+09,NA,NA,NA
NA,NA,NA,7080000,5.984e+09,5.991e+09,NA,NA,NA,NA,5e+09,75.91,78.75,-4.57e+09,NA,NA,94.4,91.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.42887e+11,2.636e+12,3.278e+12,157.7,100.6,NA,NA,NA,NA,NA,1.2254e+10,1.1998e+10,256100000,NA,NA,6.214e+09,5.605e+09,108.2,47.91,609029000,4.9502e+10,4.7445e+10,2.057e+09,NA,NA,NA
NA,NA,NA,277460000,2.565e+09,2.842e+09,NA,NA,NA,NA,6.8e+09,76,78.38,-7.45e+09,NA,NA,95.2,92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0078e+11,2.68e+12,3.28e+12,159.7,102.4,NA,NA,NA,NA,NA,1.2143e+10,1.1485e+10,658100000,NA,NA,3.961e+09,4.624e+09,110,47.53,-663335000,4.4598e+10,4.1092e+10,3.506e+09,NA,NA,NA
NA,NA,NA,-273190000,3.524e+09,3.251e+09,NA,NA,NA,NA,6e+09,76,78.01,-5.14e+09,NA,NA,94.6,92.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.53922e+11,2.691e+12,3.345e+12,159.7,103.6,NA,NA,NA,NA,NA,1.2396e+10,1.2234e+10,161500000,NA,NA,4.68e+09,5.252e+09,110.12,47.47,-572523000,3.7757e+10,4.0473e+10,-2.716e+09,NA,NA,NA
NA,NA,NA,8.07e+08,3.885e+09,4.692e+09,NA,NA,NA,NA,6.2e+09,76.19,78.19,-6.33e+09,NA,NA,94.8,92.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.00581e+11,2.767e+12,3.468e+12,163.9,107.2,NA,NA,NA,NA,NA,1.2793e+10,1.2053e+10,740200000,NA,NA,5.271e+09,5.942e+09,110.29,47.8,-670194000,4.7255e+10,5.1117e+10,-3.862e+09,NA,NA,NA
NA,NA,NA,497830000,4.303e+09,4.801e+09,NA,NA,NA,NA,4.9e+09,76.38,77.55,-5.28e+09,NA,NA,95.1,91.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75699e+11,2.834e+12,3.41e+12,166.8,109.5,NA,NA,NA,NA,NA,1.2465e+10,1.1712e+10,752800000,NA,NA,4.95e+09,5.322e+09,110.91,48.02,-371672000,4.7267e+10,5.064e+10,-3.372e+09,NA,NA,NA
NA,NA,NA,3.85e+08,4.578e+09,4.963e+09,NA,NA,NA,NA,5.6e+09,76.38,76.99,-5.62e+09,NA,NA,95.3,91.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84271e+11,2.912e+12,3.596e+12,163.4,107.2,NA,NA,NA,NA,NA,1.2915e+10,1.1818e+10,1.097e+09,NA,NA,5.215e+09,5.917e+09,111.85,47.71,-702442000,5.3718e+10,5.6491e+10,-2.774e+09,NA,NA,NA
NA,NA,NA,8.42e+08,4.257e+09,5.099e+09,NA,NA,NA,NA,3.9e+09,76.38,76.53,-4.52e+09,NA,NA,95.1,90.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.05929e+11,2.672e+12,3.578e+12,162.6,105.8,NA,NA,NA,NA,NA,1.2668e+10,1.1824e+10,844400000,NA,NA,5.689e+09,5.465e+09,112.29,47.56,224176000,5.3041e+10,5.2021e+10,1.02e+09,NA,NA,NA
